,TIME,ID,TYPE,VALUE,PARAM
1787,1739531291.853573,#loeric_1#,receive,41,intensity
1788,1739531291.853573,#loeric_1#,send,24,intensity
1789,1739531291.853573,#loeric_1#,send,101,human_impact
1790,1739531291.881397,#1739530945#,receive,80,intensity
1791,1739531292.0165741,#1739530945#,receive,65,intensity
1792,1739531292.1398375,#1739530945#,receive,55,intensity
1793,1739531292.391363,#1739530945#,receive,50,intensity
1794,1739531292.6210372,#1739530945#,receive,51,intensity
1795,1739531292.691935,#1739530945#,receive,55,intensity
1796,1739531292.888463,#loeric_2#,receive,88,intensity
1797,1739531292.888463,#loeric_2#,send,112,intensity
1798,1739531292.888463,#loeric_2#,send,63,human_impact
1799,1739531292.9223568,#loeric_2#,receive,63,human_impact
1800,1739531292.9223568,#loeric_2#,send,112,intensity
1801,1739531292.9223568,#loeric_2#,send,63,human_impact
1802,1739531293.0721996,#loeric_4#,receive,40,intensity
1803,1739531293.0721996,#loeric_4#,send,20,intensity
1804,1739531293.0721996,#loeric_4#,send,101,human_impact
1805,1739531293.0891254,#1739530945#,receive,64,intensity
1806,1739531293.1928205,#1739530945#,receive,62,intensity
1807,1739531293.2899477,#1739530945#,receive,64,intensity
1808,1739531293.4874635,#1739530945#,receive,67,intensity
1809,1739531294.278723,#1739530945#,receive,65,intensity
1810,1739531294.3661973,#1739530945#,receive,78,intensity
1811,1739531294.5851548,#1739530945#,receive,75,intensity
1812,1739531294.8229253,#1739530945#,receive,76,intensity
1813,1739531294.9510264,#1739530945#,receive,82,intensity
1814,1739531295.3153265,#loeric_2#,receive,69,intensity
1815,1739531295.3153265,#loeric_2#,send,123,intensity
1816,1739531295.3153265,#loeric_2#,send,63,human_impact
1817,1739531295.3600361,#1739530945#,receive,85,intensity
1818,1739531295.460853,#1739530945#,receive,98,intensity
1819,1739531295.6393309,#1739530945#,receive,101,intensity
1820,1739531295.7316742,#1739530945#,receive,97,intensity
1821,1739531295.8996325,#1739530945#,receive,93,intensity
1822,1739531296.0818672,#1739530945#,receive,104,intensity
1823,1739531296.194419,#1739530945#,receive,106,intensity
1824,1739531296.5217297,#loeric_2#,receive,85,intensity
1825,1739531296.5217297,#loeric_2#,send,127,intensity
1826,1739531296.5217297,#loeric_2#,send,63,human_impact
1827,1739531296.5386872,#1739530945#,receive,98,intensity
1828,1739531296.5798116,#1739530945#,receive,92,intensity
1829,1739531296.6838863,#1739530945#,receive,89,intensity
1830,1739531296.720665,#loeric_2#,receive,116,intensity
1831,1739531296.720665,#loeric_2#,send,127,intensity
1832,1739531296.720665,#loeric_2#,send,63,human_impact
1833,1739531296.9045415,#1739530945#,receive,92,intensity
1834,1739531296.981404,#1739530945#,receive,86,intensity
1835,1739531297.120213,#loeric_2#,receive,88,intensity
1836,1739531297.120213,#loeric_2#,send,127,intensity
1837,1739531297.120213,#loeric_2#,send,63,human_impact
1838,1739531297.1783748,#1739530945#,receive,74,intensity
1839,1739531297.3136938,#loeric_1#,receive,101,human_impact
1840,1739531297.3136938,#loeric_1#,send,20,intensity
1841,1739531297.3136938,#loeric_1#,send,101,human_impact
1842,1739531297.548293,#1739530945#,receive,74,intensity
1843,1739531297.6360126,#1739530945#,receive,78,intensity
1844,1739531297.8350766,#loeric_3#,receive,87,intensity
1845,1739531297.8350766,#loeric_3#,send,127,intensity
1846,1739531297.8350766,#loeric_3#,send,63,human_impact
1847,1739531297.8626041,#1739530945#,receive,71,intensity
1848,1739531297.9449964,#1739530945#,receive,69,intensity
1849,1739531298.1204917,#loeric_3#,receive,103,intensity
1850,1739531298.1204917,#loeric_3#,send,127,intensity
1851,1739531298.1204917,#loeric_3#,send,63,human_impact
1852,1739531298.1434536,#loeric_4#,receive,43,intensity
1853,1739531298.1434536,#loeric_4#,send,20,intensity
1854,1739531298.1434536,#loeric_4#,send,101,human_impact
1855,1739531298.3314662,#1739530945#,receive,66,intensity
1856,1739531298.5353544,#1739530945#,receive,55,intensity
1857,1739531298.6387837,#1739530945#,receive,50,intensity
1858,1739531298.726197,#1739530945#,receive,47,intensity
1859,1739531298.7522335,#loeric_2#,receive,97,intensity
1860,1739531298.7522335,#loeric_2#,send,127,intensity
1861,1739531298.7522335,#loeric_2#,send,63,human_impact
1862,1739531298.9275787,#1739530945#,receive,54,intensity
1863,1739531298.976367,#1739530945#,receive,71,intensity
1864,1739531299.2213488,#1739530945#,receive,74,intensity
1865,1739531299.2667408,#1739530945#,receive,79,intensity
1866,1739531299.4603374,#loeric_3#,receive,100,intensity
1867,1739531299.4603374,#loeric_3#,send,127,intensity
1868,1739531299.4603374,#loeric_3#,send,63,human_impact
1869,1739531299.5542336,#1739530945#,receive,92,intensity
1870,1739531299.7176569,#1739530945#,receive,101,intensity
1871,1739531299.9199936,#1739530945#,receive,94,intensity
1872,1739531299.9210966,#loeric_3#,receive,90,intensity
1873,1739531299.9210966,#loeric_3#,send,127,intensity
1874,1739531299.9210966,#loeric_3#,send,63,human_impact
1875,1739531299.9638736,#loeric_4#,receive,44,intensity
1876,1739531299.9638736,#loeric_4#,send,20,intensity
1877,1739531299.9638736,#loeric_4#,send,101,human_impact
1878,1739531300.2056122,#1739530945#,receive,97,intensity
1879,1739531300.400766,#1739530945#,receive,95,intensity
1880,1739531300.4662125,#1739530945#,receive,96,intensity
1881,1739531300.573707,#1739530945#,receive,97,intensity
1882,1739531300.737494,#1739530945#,receive,99,intensity
1883,1739531300.7702136,#loeric_2#,receive,90,intensity
1884,1739531300.7702136,#loeric_2#,send,127,intensity
1885,1739531300.7702136,#loeric_2#,send,63,human_impact
1886,1739531300.8842022,#1739530945#,receive,102,intensity
1887,1739531300.9772012,#loeric_1#,receive,101,human_impact
1888,1739531300.9772012,#loeric_1#,send,22,intensity
1889,1739531300.9772012,#loeric_1#,send,101,human_impact
1890,1739531301.0451233,#1739530945#,receive,100,intensity
1891,1739531301.1551979,#loeric_1#,receive,35,intensity
1892,1739531301.1551979,#loeric_1#,send,22,intensity
1893,1739531301.1551979,#loeric_1#,send,101,human_impact
1894,1739531301.2357497,#1739530945#,receive,97,intensity
1895,1739531301.3230815,#1739530945#,receive,100,intensity
1896,1739531301.3245304,#loeric_3#,receive,63,human_impact
1897,1739531301.3245304,#loeric_3#,send,127,intensity
1898,1739531301.3245304,#loeric_3#,send,63,human_impact
1899,1739531301.4175828,#1739530945#,receive,97,intensity
1900,1739531301.6698868,#1739530945#,receive,78,intensity
1901,1739531301.7809305,#1739530945#,receive,75,intensity
1902,1739531301.8935788,#loeric_3#,receive,96,intensity
1903,1739531301.8935788,#loeric_3#,send,60,intensity
1904,1739531301.8935788,#loeric_3#,send,82,human_impact
1905,1739531301.9889705,#loeric_3#,receive,90,intensity
1906,1739531301.9889705,#loeric_3#,send,60,intensity
1907,1739531301.9889705,#loeric_3#,send,82,human_impact
1908,1739531302.0667744,#1739530945#,receive,69,intensity
1909,1739531302.1497025,#1739530945#,receive,75,intensity
1910,1739531302.3330312,#1739530945#,receive,83,intensity
1911,1739531302.4049082,#1739530945#,receive,93,intensity
1912,1739531302.5035915,#1739530945#,receive,91,intensity
1913,1739531302.6111054,#loeric_4#,receive,57,intensity
1914,1739531302.6111054,#loeric_4#,send,17,intensity
1915,1739531302.6111054,#loeric_4#,send,101,human_impact
1916,1739531302.7813509,#1739530945#,receive,94,intensity
1917,1739531302.8987432,#1739530945#,receive,95,intensity
1918,1739531303.0058393,#1739530945#,receive,94,intensity
1919,1739531303.0575793,#loeric_2#,receive,95,intensity
1920,1739531303.0575793,#loeric_2#,send,127,intensity
1921,1739531303.0575793,#loeric_2#,send,63,human_impact
1922,1739531303.3034706,#loeric_3#,receive,74,intensity
1923,1739531303.3034706,#loeric_3#,send,70,intensity
1924,1739531303.3034706,#loeric_3#,send,82,human_impact
1925,1739531303.3261197,#loeric_4#,receive,47,intensity
1926,1739531303.3261197,#loeric_4#,send,17,intensity
1927,1739531303.3261197,#loeric_4#,send,101,human_impact
1928,1739531303.3934019,#1739530945#,receive,87,intensity
1929,1739531303.425886,#loeric_1#,receive,47,intensity
1930,1739531303.425886,#loeric_1#,send,23,intensity
1931,1739531303.425886,#loeric_1#,send,101,human_impact
1932,1739531303.5649486,#1739530945#,receive,83,intensity
1933,1739531303.6887457,#1739530945#,receive,80,intensity
1934,1739531303.7805982,#1739530945#,receive,75,intensity
1935,1739531303.9906917,#loeric_1#,receive,36,intensity
1936,1739531303.9906917,#loeric_1#,send,23,intensity
1937,1739531303.9906917,#loeric_1#,send,101,human_impact
1938,1739531304.0183883,#1739530945#,receive,86,intensity
1939,1739531304.0643988,#1739530945#,receive,90,intensity
1940,1739531304.2220786,#1739530945#,receive,98,intensity
1941,1739531304.2789044,#1739530945#,receive,107,intensity
1942,1739531304.6087778,#1739530945#,receive,122,intensity
1943,1739531304.69636,#1739530945#,receive,123,intensity
1944,1739531304.78846,#1739530945#,receive,122,intensity
1945,1739531305.1374288,#1739530945#,receive,116,intensity
1946,1739531305.1483858,#loeric_2#,receive,75,intensity
1947,1739531305.1483858,#loeric_2#,send,127,intensity
1948,1739531305.1483858,#loeric_2#,send,63,human_impact
1949,1739531305.4746635,#1739530945#,receive,94,intensity
1950,1739531305.629405,#1739530945#,receive,91,intensity
1951,1739531305.857786,#1739530945#,receive,88,intensity
1952,1739531306.1115773,#1739530945#,receive,80,intensity
1953,1739531306.2239428,#1739530945#,receive,78,intensity
1954,1739531306.408806,#1739530945#,receive,74,intensity
1955,1739531306.424886,#loeric_3#,receive,58,intensity
1956,1739531306.424886,#loeric_3#,send,57,intensity
1957,1739531306.424886,#loeric_3#,send,82,human_impact
1958,1739531306.5092726,#1739530945#,receive,71,intensity
1959,1739531307.0357993,#1739530945#,receive,70,intensity
1960,1739531307.0416574,#loeric_3#,receive,60,intensity
1961,1739531307.0416574,#loeric_3#,send,57,intensity
1962,1739531307.0416574,#loeric_3#,send,82,human_impact
1963,1739531307.1677976,#1739530945#,receive,58,intensity
1964,1739531307.2533622,#1739530945#,receive,49,intensity
1965,1739531307.474071,#1739530945#,receive,46,intensity
1966,1739531307.5213118,#1739530945#,receive,44,intensity
1967,1739531307.7765586,#1739530945#,receive,42,intensity
1968,1739531307.8503642,#loeric_2#,receive,109,intensity
1969,1739531307.8503642,#loeric_2#,send,90,intensity
1970,1739531307.8503642,#loeric_2#,send,63,human_impact
1971,1739531307.9866252,#1739530945#,receive,41,intensity
1972,1739531308.1396394,#1739530945#,receive,44,intensity
1973,1739531308.2519548,#1739530945#,receive,46,intensity
1974,1739531308.3753338,#1739530945#,receive,47,intensity
1975,1739531308.6315634,#1739530945#,receive,46,intensity
1976,1739531308.736627,#1739530945#,receive,43,intensity
1977,1739531309.0991938,#1739530945#,receive,34,intensity
1978,1739531309.1931295,#loeric_1#,receive,46,intensity
1979,1739531309.1931295,#loeric_1#,send,17,intensity
1980,1739531309.1931295,#loeric_1#,send,101,human_impact
1981,1739531309.195493,#loeric_3#,receive,71,intensity
1982,1739531309.195493,#loeric_3#,send,59,intensity
1983,1739531309.195493,#loeric_3#,send,82,human_impact
1984,1739531309.3047624,#loeric_4#,receive,42,intensity
1985,1739531309.3047624,#loeric_4#,send,127,intensity
1986,1739531309.3047624,#loeric_4#,send,63,human_impact
1987,1739531309.3531065,#loeric_3#,receive,71,intensity
1988,1739531309.3531065,#loeric_3#,send,57,intensity
1989,1739531309.3531065,#loeric_3#,send,82,human_impact
1990,1739531309.4368937,#1739530945#,receive,31,intensity
1991,1739531309.5338745,#1739530945#,receive,30,intensity
1992,1739531309.8036575,#1739530945#,receive,32,intensity
1993,1739531310.1075897,#1739530945#,receive,38,intensity
1994,1739531310.2159133,#1739530945#,receive,40,intensity
1995,1739531310.5085778,#loeric_2#,receive,80,intensity
1996,1739531310.5085778,#loeric_2#,send,106,intensity
1997,1739531310.5085778,#loeric_2#,send,63,human_impact
1998,1739531310.5417068,#loeric_4#,receive,94,intensity
1999,1739531310.5417068,#loeric_4#,send,120,intensity
2000,1739531310.5417068,#loeric_4#,send,63,human_impact
2001,1739531310.6433148,#loeric_3#,receive,62,intensity
2002,1739531310.6433148,#loeric_3#,send,65,intensity
2003,1739531310.6433148,#loeric_3#,send,82,human_impact
2004,1739531310.758247,#1739530945#,receive,54,intensity
2005,1739531310.7901034,#loeric_3#,receive,63,intensity
2006,1739531310.7901034,#loeric_3#,send,68,intensity
2007,1739531310.7901034,#loeric_3#,send,82,human_impact
2008,1739531310.8639386,#1739530945#,receive,58,intensity
2009,1739531310.946665,#loeric_2#,receive,78,intensity
2010,1739531310.946665,#loeric_2#,send,127,intensity
2011,1739531310.946665,#loeric_2#,send,63,human_impact
2012,1739531310.968826,#1739530945#,receive,60,intensity
2013,1739531311.0576644,#1739530945#,receive,62,intensity
2014,1739531311.1055036,#loeric_1#,receive,38,intensity
2015,1739531311.1055036,#loeric_1#,send,31,intensity
2016,1739531311.1055036,#loeric_1#,send,101,human_impact
2017,1739531311.1533227,#loeric_3#,receive,64,intensity
2018,1739531311.1533227,#loeric_3#,send,67,intensity
2019,1739531311.1533227,#loeric_3#,send,82,human_impact
2020,1739531311.3181832,#loeric_3#,receive,70,intensity
2021,1739531311.3181832,#loeric_3#,send,67,intensity
2022,1739531311.3181832,#loeric_3#,send,82,human_impact
2023,1739531311.5510187,#1739530945#,receive,64,intensity
2024,1739531311.572311,#loeric_1#,receive,46,intensity
2025,1739531311.572311,#loeric_1#,send,32,intensity
2026,1739531311.572311,#loeric_1#,send,101,human_impact
2027,1739531311.5943944,#loeric_1#,receive,46,intensity
2028,1739531311.5943944,#loeric_1#,send,32,intensity
2029,1739531311.5943944,#loeric_1#,send,101,human_impact
2030,1739531311.7991269,#loeric_1#,receive,42,intensity
2031,1739531311.7991269,#loeric_1#,send,32,intensity
2032,1739531311.7991269,#loeric_1#,send,101,human_impact
2033,1739531311.8341618,#1739530945#,receive,51,intensity
2034,1739531311.9009962,#loeric_2#,receive,63,human_impact
2035,1739531311.9009962,#loeric_2#,send,127,intensity
2036,1739531311.9009962,#loeric_2#,send,63,human_impact
2037,1739531311.9231508,#1739530945#,receive,47,intensity
2038,1739531312.1120753,#1739530945#,receive,45,intensity
2039,1739531312.2259548,#1739530945#,receive,42,intensity
2040,1739531312.3149545,#1739530945#,receive,41,intensity
2041,1739531312.7026944,#1739530945#,receive,47,intensity
2042,1739531312.8187478,#1739530945#,receive,49,intensity
2043,1739531312.8817117,#loeric_2#,receive,92,intensity
2044,1739531312.8817117,#loeric_2#,send,63,intensity
2045,1739531312.8817117,#loeric_2#,send,82,human_impact
2046,1739531312.9497907,#loeric_4#,receive,91,intensity
2047,1739531312.9497907,#loeric_4#,send,127,intensity
2048,1739531312.9497907,#loeric_4#,send,63,human_impact
2049,1739531312.9821467,#loeric_1#,receive,46,intensity
2050,1739531312.9821467,#loeric_1#,send,24,intensity
2051,1739531312.9821467,#loeric_1#,send,101,human_impact
2052,1739531313.0446906,#1739530945#,receive,46,intensity
2053,1739531313.3221285,#1739530945#,receive,47,intensity
2054,1739531313.3938992,#1739530945#,receive,49,intensity
2055,1739531313.4965708,#1739530945#,receive,50,intensity
2056,1739531313.7803123,#1739530945#,receive,62,intensity
2057,1739531313.9160042,#loeric_4#,receive,97,intensity
2058,1739531313.9160042,#loeric_4#,send,127,intensity
2059,1739531313.9160042,#loeric_4#,send,63,human_impact
2060,1739531314.0142848,#1739530945#,receive,67,intensity
2061,1739531314.20656,#1739530945#,receive,69,intensity
2062,1739531314.2731564,#1739530945#,receive,70,intensity
2063,1739531314.3806543,#loeric_4#,receive,92,intensity
2064,1739531314.3806543,#loeric_4#,send,127,intensity
2065,1739531314.3806543,#loeric_4#,send,63,human_impact
2066,1739531314.5882063,#1739530945#,receive,76,intensity
2067,1739531314.6969285,#1739530945#,receive,82,intensity
2068,1739531314.7953334,#1739530945#,receive,83,intensity
2069,1739531314.8830311,#1739530945#,receive,85,intensity
2070,1739531314.8939636,#loeric_2#,receive,56,intensity
2071,1739531314.8939636,#loeric_2#,send,73,intensity
2072,1739531314.8939636,#loeric_2#,send,82,human_impact
2073,1739531314.9917715,#1739530945#,receive,87,intensity
2074,1739531315.1304638,#loeric_4#,receive,97,intensity
2075,1739531315.1304638,#loeric_4#,send,127,intensity
2076,1739531315.1304638,#loeric_4#,send,63,human_impact
2077,1739531315.1785545,#1739530945#,receive,88,intensity
2078,1739531315.209664,#loeric_1#,receive,44,intensity
2079,1739531315.209664,#loeric_1#,send,77,intensity
2080,1739531315.209664,#loeric_1#,send,82,human_impact
2081,1739531315.4309292,#1739530945#,receive,104,intensity
2082,1739531315.6593776,#1739530945#,receive,100,intensity
2083,1739531315.8234766,#1739530945#,receive,108,intensity
2084,1739531315.9414475,#1739530945#,receive,114,intensity
2085,1739531316.0845428,#1739530945#,receive,116,intensity
2086,1739531316.1564035,#1739530945#,receive,117,intensity
2087,1739531316.2805536,#loeric_3#,receive,61,intensity
2088,1739531316.2805536,#loeric_3#,send,78,intensity
2089,1739531316.2805536,#loeric_3#,send,82,human_impact
2090,1739531316.30317,#loeric_3#,receive,82,human_impact
2091,1739531316.30317,#loeric_3#,send,78,intensity
2092,1739531316.30317,#loeric_3#,send,82,human_impact
2093,1739531316.5956368,#1739530945#,receive,111,intensity
2094,1739531316.7586133,#1739530945#,receive,110,intensity
2095,1739531316.8817725,#1739530945#,receive,93,intensity
2096,1739531316.8926072,#loeric_4#,receive,69,intensity
2097,1739531316.8926072,#loeric_4#,send,127,intensity
2098,1739531316.8926072,#loeric_4#,send,63,human_impact
2099,1739531317.2434652,#loeric_4#,receive,78,intensity
2100,1739531317.2434652,#loeric_4#,send,127,intensity
2101,1739531317.2434652,#loeric_4#,send,63,human_impact
2102,1739531317.303904,#1739530945#,receive,88,intensity
2103,1739531317.4214025,#1739530945#,receive,94,intensity
2104,1739531317.4982667,#1739530945#,receive,99,intensity
2105,1739531317.6004684,#1739530945#,receive,103,intensity
2106,1739531317.8685565,#loeric_4#,receive,80,intensity
2107,1739531317.8685565,#loeric_4#,send,127,intensity
2108,1739531317.8685565,#loeric_4#,send,63,human_impact
2109,1739531317.8934524,#1739530945#,receive,105,intensity
2110,1739531317.9852662,#1739530945#,receive,103,intensity
2111,1739531318.2066352,#1739530945#,receive,100,intensity
2112,1739531318.2621634,#1739530945#,receive,85,intensity
2113,1739531318.2784948,#loeric_2#,receive,64,intensity
2114,1739531318.2784948,#loeric_2#,send,67,intensity
2115,1739531318.2784948,#loeric_2#,send,82,human_impact
2116,1739531318.4428267,#1739530945#,receive,72,intensity
2117,1739531318.6492956,#1739530945#,receive,50,intensity
2118,1739531318.7379816,#loeric_2#,receive,64,intensity
2119,1739531318.7379816,#loeric_2#,send,58,intensity
2120,1739531318.7379816,#loeric_2#,send,82,human_impact
2121,1739531318.8574336,#1739530945#,receive,44,intensity
2122,1739531318.9362762,#1739530945#,receive,35,intensity
2123,1739531318.9892783,#1739530945#,receive,31,intensity
2124,1739531319.1079426,#loeric_2#,receive,55,intensity
2125,1739531319.1079426,#loeric_2#,send,54,intensity
2126,1739531319.1079426,#loeric_2#,send,82,human_impact
2127,1739531319.2902863,#1739530945#,receive,26,intensity
2128,1739531319.3743107,#loeric_2#,receive,56,intensity
2129,1739531319.3743107,#loeric_2#,send,52,intensity
2130,1739531319.3743107,#loeric_2#,send,82,human_impact
2131,1739531319.4573176,#1739530945#,receive,24,intensity
2132,1739531319.5344422,#loeric_1#,receive,67,intensity
2133,1739531319.5344422,#loeric_1#,send,55,intensity
2134,1739531319.5344422,#loeric_1#,send,82,human_impact
2135,1739531319.5668893,#loeric_2#,receive,55,intensity
2136,1739531319.5668893,#loeric_2#,send,57,intensity
2137,1739531319.5668893,#loeric_2#,send,82,human_impact
2138,1739531319.6458259,#loeric_3#,receive,68,intensity
2139,1739531319.6458259,#loeric_3#,send,56,intensity
2140,1739531319.6458259,#loeric_3#,send,82,human_impact
2141,1739531319.662933,#1739530945#,receive,25,intensity
2142,1739531319.8663166,#1739530945#,receive,30,intensity
2143,1739531319.9677315,#1739530945#,receive,36,intensity
2144,1739531319.985233,#loeric_4#,receive,87,intensity
2145,1739531319.985233,#loeric_4#,send,102,intensity
2146,1739531319.985233,#loeric_4#,send,63,human_impact
2147,1739531320.0736,#1739530945#,receive,41,intensity
2148,1739531320.2068045,#loeric_2#,receive,62,intensity
2149,1739531320.2068045,#loeric_2#,send,65,intensity
2150,1739531320.2068045,#loeric_2#,send,82,human_impact
2151,1739531320.3928647,#1739530945#,receive,49,intensity
2152,1739531320.475457,#1739530945#,receive,50,intensity
2153,1739531320.741014,#1739530945#,receive,49,intensity
2154,1739531320.7979395,#loeric_2#,receive,69,intensity
2155,1739531320.7979395,#loeric_2#,send,67,intensity
2156,1739531320.7979395,#loeric_2#,send,82,human_impact
2157,1739531320.8992987,#loeric_4#,receive,74,intensity
2158,1739531320.8992987,#loeric_4#,send,103,intensity
2159,1739531320.8992987,#loeric_4#,send,63,human_impact
2160,1739531320.931654,#1739530945#,receive,47,intensity
2161,1739531321.0646844,#loeric_2#,receive,76,intensity
2162,1739531321.0646844,#loeric_2#,send,64,intensity
2163,1739531321.0646844,#loeric_2#,send,82,human_impact
2164,1739531321.1381457,#1739530945#,receive,55,intensity
2165,1739531321.2151506,#1739530945#,receive,57,intensity
2166,1739531321.3738697,#loeric_2#,receive,66,intensity
2167,1739531321.3738697,#loeric_2#,send,66,intensity
2168,1739531321.3738697,#loeric_2#,send,82,human_impact
2169,1739531321.4266415,#1739530945#,receive,60,intensity
2170,1739531321.5136988,#1739530945#,receive,63,intensity
2171,1739531321.7572005,#1739530945#,receive,70,intensity
2172,1739531321.860025,#1739530945#,receive,75,intensity
2173,1739531321.9372923,#1739530945#,receive,80,intensity
2174,1739531322.1448414,#1739530945#,receive,84,intensity
2175,1739531322.1628754,#1739530945#,receive,89,intensity
2176,1739531322.2255757,#1739530945#,receive,93,intensity
2177,1739531322.3808434,#loeric_4#,receive,86,intensity
2178,1739531322.3808434,#loeric_4#,send,127,intensity
2179,1739531322.3808434,#loeric_4#,send,63,human_impact
2180,1739531322.4692028,#1739530945#,receive,99,intensity
2181,1739531322.7451854,#1739530945#,receive,105,intensity
2182,1739531323.0658705,#1739530945#,receive,99,intensity
2183,1739531323.1537766,#loeric_4#,receive,85,intensity
2184,1739531323.1537766,#loeric_4#,send,127,intensity
2185,1739531323.1537766,#loeric_4#,send,63,human_impact
2186,1739531323.1916385,#loeric_1#,receive,58,intensity
2187,1739531323.1916385,#loeric_1#,send,79,intensity
2188,1739531323.1916385,#loeric_1#,send,82,human_impact
2189,1739531323.3521965,#loeric_4#,receive,88,intensity
2190,1739531323.3521965,#loeric_4#,send,127,intensity
2191,1739531323.3521965,#loeric_4#,send,63,human_impact
2192,1739531323.438528,#1739530945#,receive,82,intensity
2193,1739531323.5911314,#1739530945#,receive,78,intensity
2194,1739531323.7072766,#1739530945#,receive,68,intensity
2195,1739531323.7721953,#loeric_4#,receive,98,intensity
2196,1739531323.7721953,#loeric_4#,send,102,intensity
2197,1739531323.7721953,#loeric_4#,send,63,human_impact
2198,1739531323.8917816,#1739530945#,receive,66,intensity
2199,1739531323.9894984,#loeric_2#,receive,64,intensity
2200,1739531323.9894984,#loeric_2#,send,72,intensity
2201,1739531323.9894984,#loeric_2#,send,82,human_impact
2202,1739531324.067507,#1739530945#,receive,73,intensity
2203,1739531324.1162844,#loeric_2#,receive,71,intensity
2204,1739531324.1162844,#loeric_2#,send,74,intensity
2205,1739531324.1162844,#loeric_2#,send,82,human_impact
2206,1739531324.138517,#1739530945#,receive,84,intensity
2207,1739531324.2942283,#1739530945#,receive,85,intensity
2208,1739531324.3103952,#loeric_2#,receive,72,intensity
2209,1739531324.3103952,#loeric_2#,send,77,intensity
2210,1739531324.3103952,#loeric_2#,send,82,human_impact
2211,1739531324.410123,#1739530945#,receive,86,intensity
2212,1739531324.5112884,#loeric_3#,receive,63,intensity
2213,1739531324.5112884,#loeric_3#,send,127,intensity
2214,1739531324.5112884,#loeric_3#,send,63,human_impact
2215,1739531324.538865,#1739530945#,receive,89,intensity
2216,1739531324.7277737,#loeric_4#,receive,82,intensity
2217,1739531324.7277737,#loeric_4#,send,127,intensity
2218,1739531324.7277737,#loeric_4#,send,63,human_impact
2219,1739531324.7858737,#1739530945#,receive,96,intensity
2220,1739531325.2711148,#1739530945#,receive,76,intensity
2221,1739531325.3535552,#1739530945#,receive,71,intensity
2222,1739531325.552858,#loeric_4#,receive,79,intensity
2223,1739531325.552858,#loeric_4#,send,108,intensity
2224,1739531325.552858,#loeric_4#,send,63,human_impact
2225,1739531325.657659,#1739530945#,receive,59,intensity
2226,1739531325.7711122,#1739530945#,receive,51,intensity
2227,1739531325.8444564,#loeric_2#,receive,78,intensity
2228,1739531325.8444564,#loeric_2#,send,62,intensity
2229,1739531325.8444564,#loeric_2#,send,82,human_impact
2230,1739531326.0691254,#1739530945#,receive,54,intensity
2231,1739531326.2555177,#1739530945#,receive,58,intensity
2232,1739531326.338622,#loeric_3#,receive,76,intensity
2233,1739531326.338622,#loeric_3#,send,118,intensity
2234,1739531326.338622,#loeric_3#,send,63,human_impact
2235,1739531326.386772,#loeric_1#,receive,72,intensity
2236,1739531326.386772,#loeric_1#,send,72,intensity
2237,1739531326.386772,#loeric_1#,send,82,human_impact
2238,1739531326.4895186,#1739530945#,receive,61,intensity
2239,1739531326.658957,#loeric_2#,receive,56,intensity
2240,1739531326.658957,#loeric_2#,send,72,intensity
2241,1739531326.658957,#loeric_2#,send,82,human_impact
2242,1739531326.8439174,#loeric_3#,receive,69,intensity
2243,1739531326.8439174,#loeric_3#,send,118,intensity
2244,1739531326.8439174,#loeric_3#,send,63,human_impact
2245,1739531326.8822432,#1739530945#,receive,75,intensity
2246,1739531326.908195,#loeric_1#,receive,77,intensity
2247,1739531326.908195,#loeric_1#,send,69,intensity
2248,1739531326.908195,#loeric_1#,send,82,human_impact
2249,1739531326.977227,#1739530945#,receive,81,intensity
2250,1739531327.1107671,#loeric_4#,receive,63,human_impact
2251,1739531327.1107671,#loeric_4#,send,121,intensity
2252,1739531327.1107671,#loeric_4#,send,63,human_impact
2253,1739531327.1283293,#1739530945#,receive,87,intensity
2254,1739531327.225056,#1739530945#,receive,97,intensity
2255,1739531327.638555,#1739530945#,receive,105,intensity
2256,1739531327.9014263,#1739530945#,receive,103,intensity
2257,1739531328.1956224,#1739530945#,receive,98,intensity
2258,1739531328.3041596,#1739530945#,receive,94,intensity
2259,1739531328.5167065,#1739530945#,receive,84,intensity
2260,1739531328.7075105,#1739530945#,receive,86,intensity
2261,1739531329.1825037,#1739530945#,receive,72,intensity
2262,1739531329.2605069,#loeric_3#,receive,87,intensity
2263,1739531329.2605069,#loeric_3#,send,118,intensity
2264,1739531329.2605069,#loeric_3#,send,63,human_impact
2265,1739531329.4561605,#loeric_4#,receive,75,intensity
2266,1739531329.4561605,#loeric_4#,send,127,intensity
2267,1739531329.4561605,#loeric_4#,send,63,human_impact
2268,1739531329.6386213,#1739530945#,receive,70,intensity
2269,1739531329.8687594,#1739530945#,receive,66,intensity
2270,1739531330.0072336,#1739530945#,receive,67,intensity
2271,1739531330.150521,#loeric_1#,receive,68,intensity
2272,1739531330.150521,#loeric_1#,send,71,intensity
2273,1739531330.150521,#loeric_1#,send,82,human_impact
2274,1739531330.2346947,#loeric_1#,receive,64,intensity
2275,1739531330.2346947,#loeric_1#,send,71,intensity
2276,1739531330.2346947,#loeric_1#,send,82,human_impact
2277,1739531330.2828736,#1739530945#,receive,67,intensity
2278,1739531330.4007375,#1739530945#,receive,69,intensity
2279,1739531330.6739895,#1739530945#,receive,75,intensity
2280,1739531330.8584297,#loeric_4#,receive,91,intensity
2281,1739531330.8584297,#loeric_4#,send,70,intensity
